identifier,الجنوبي_الاستراتيجية_الطاقة_البيئة_الوطنية_العالم_المياه,لبنان_المحكمة_اللبناني_الدولية_اللبنانية_الرئيس_مجلس,السودان_الرئيس_الانتخابات_العاج_المصري_غباغبو_ساحل,العمل_الأدوية_الله_ابن_بطوطة_الرواية_المنشطة,قطر_شركة_الغاز_دولة_الشركة_الشركات_القطرية,قطر_العربية_عبد_العربي_العام_الدوحة_العامة,الفريق_المباراة_فريق_الغرافة_مباراة_النادي_الأول,آل_الشيخ_حمد_ثاني_خليفة_السمو_المفدى,الأميركية_الحرب_طالبان_باردو_الاستراتيجية_أفغانستان_العسكرية,قطر_العالم_كأس_الشيخ_دولة_حمد_القدم,الفلسطينية_إسرائيل_العربية_المتحدة_السلام_الفلسطيني_الدول,ولكن_بل_ليس_إلا_أكثر_وهذا_الآن,ريال_بنسبة_العام_قطر_البنوك_دولار_المالية,المتحدة_الولايات_النووي_السلام_اسرائيل_هل_الأميركية,الأميركية_العراق_القوات_الأميركي_الجيش_المتحدة_العراقي
AL20110302$142,4.27076660260517e-05,4.27076660260517e-05,4.27076660260517e-05,4.27076660260517e-05,4.27076660260517e-05,4.27076660260517e-05,0.271236386931454,0.696177663890668,4.27076660260517e-05,4.27076660260517e-05,4.27076660260517e-05,4.27076660260517e-05,0.0320734571855648,4.27076660260517e-05,4.27076660260517e-05
AL20110310$143,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.235443037974684,0.253526220614828,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.199276672694394,0.307775768535262,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893
AL20110320$144,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.0358792184724689,0.266785079928952,0.355595026642984,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.213499111900533,0.0714031971580817,0.000355239786856128,0.0536412078152753,0.000355239786856128,0.000355239786856128
AL20110328$145,0.000422832980972516,0.000422832980972516,0.338689217758985,0.000422832980972516,0.000422832980972516,0.613530655391121,0.0427061310782241,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516
AL20110329$146,4.74721101352955e-05,4.74721101352955e-05,4.74721101352955e-05,4.74721101352955e-05,0.455779729408972,4.74721101352955e-05,4.74721101352955e-05,0.182815096131023,4.74721101352955e-05,4.74721101352955e-05,0.0237835271777831,0.0712556373130786,0.26589128886779,4.74721101352955e-05,4.74721101352955e-05
AL20110305$147,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.993952483801296,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579
AL20110329$148,0.00010911074740862,0.00010911074740862,0.00010911074740862,0.00010911074740862,0.365630114566285,0.00010911074740862,0.00010911074740862,0.163775231860338,0.00010911074740862,0.00010911074740862,0.00010911074740862,0.0928532460447354,0.376541189307147,0.00010911074740862,0.00010911074740862
AL20110310$149,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.138688827331487,0.000184672206832872,0.858910433979686,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872
AL20110322$150,0.000142551674982181,0.000142551674982181,0.000142551674982181,0.000142551674982181,0.000142551674982181,0.000142551674982181,0.000142551674982181,0.605987170349252,0.00727013542409123,0.000142551674982181,0.363649322879544,0.0215253029223093,0.000142551674982181,0.000142551674982181,0.000142551674982181
AL20110328$151,0.000102406554019457,0.000102406554019457,0.000102406554019457,0.000102406554019457,0.655504352278546,0.271479774705581,0.000102406554019457,0.0615463389656938,0.000102406554019457,0.000102406554019457,0.000102406554019457,0.0103430619559652,0.000102406554019457,0.000102406554019457,0.000102406554019457
AL20110306$152,6.4040986231188e-05,6.4040986231188e-05,0.00326609029779059,6.4040986231188e-05,0.0641050272174191,0.0160742875440282,6.4040986231188e-05,6.4040986231188e-05,6.4040986231188e-05,6.4040986231188e-05,6.4040986231188e-05,0.0737111751520973,0.794172270252962,6.4040986231188e-05,0.0480947806596222
AL20110321$153,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.181038374717833,0.000451467268623025,0.31647855530474,0.49706546275395,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025
AL20110305$154,0.0278424847476428,0.000110926234054354,0.000110926234054354,0.000110926234054354,0.122129783693844,0.000110926234054354,0.0167498613422074,0.000110926234054354,0.0333887964503605,0.000110926234054354,0.194231835829174,0.0999445368829728,0.504825291181364,0.000110926234054354,0.000110926234054354
AL20110314$155,0.000115406809001731,0.000115406809001731,0.000115406809001731,0.000115406809001731,0.519446047316792,0.000115406809001731,0.0982111944604732,0.000115406809001731,0.0116560877091748,0.0116560877091748,0.000115406809001731,0.0289671090594345,0.329024812463935,0.000115406809001731,0.000115406809001731
AL20110312$156,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.74453781512605,0.000240096038415366,0.024249699879952,0.0482593037214886,0.000240096038415366,0.18031212484994,0.000240096038415366,0.000240096038415366,0.000240096038415366
AL20110315$157,0.000221483942414175,0.0223698781838317,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.631450719822813,0.000221483942414175,0.000221483942414175,0.232779623477298,0.0112956810631229,0.0998892580287929,0.000221483942414175,0.000221483942414175,0.000221483942414175
AL20110319$158,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.183882783882784,0.000732600732600733,0.586813186813187,0.220512820512821,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733
AL20110324$159,0.00033167495854063,0.0169154228855721,0.00033167495854063,0.00033167495854063,0.00033167495854063,0.381757877280265,0.00033167495854063,0.00033167495854063,0.00033167495854063,0.149585406301824,0.116417910447761,0.332006633499171,0.00033167495854063,0.00033167495854063,0.00033167495854063
AL20110319$160,0.000389863547758285,0.000389863547758285,0.0783625730994152,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.604678362573099,0.312280701754386,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285
AL20110301$161,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.127853152434158,0.000159616919393456,0.000159616919393456,0.870071827613727,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.000159616919393456
AL20110314$162,0.0334164588528678,0.000166251039068994,0.0084788029925187,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.947797173732336,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.000166251039068994,0.0084788029925187,0.000166251039068994
AL20110323$163,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.784321223709369,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.210707456978967,0.000382409177820268,0.000382409177820268,0.000382409177820268
AL20110308$164,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.551927437641723,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.0681783824640967,0.242025699168556,0.1286470143613,0.00770975056689342,0.000151171579743008
AL20110310$165,0.000127959053103007,0.00652591170825336,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.00652591170825336,0.774280230326296,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.12808701215611,0.000127959053103007,0.000127959053103007,0.0833013435700576
AL20110326$166,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.13015873015873,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.000288600288600289,0.866089466089466,0.000288600288600289,0.000288600288600289
AL20110330$167,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.00782808902532617,0.000153491941673062,0.775287797390637,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.21504221028396,0.000153491941673062,0.000153491941673062,0.000153491941673062
AL20110302$168,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.375420439844761,0.000258732212160414,0.258990944372574,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.116688227684347,0.246054333764554,0.000258732212160414,0.000258732212160414
AL20110329$169,0.000151171579743008,0.0455026455026455,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.869387755102041,0.000151171579743008,0.000151171579743008,0.0832955404383976,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008
AL20110330$170,0.0550322734879273,4.7812574707148e-05,4.7812574707148e-05,4.7812574707148e-05,0.10762610566579,0.0717666746354291,4.7812574707148e-05,0.0406885010757829,4.7812574707148e-05,0.00243844131006455,0.363423380349032,0.28214200334688,0.00243844131006455,0.0598135309586421,0.0143915849868515
AL20110325$171,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.078396871945259,0.000195503421309873,0.645356793743891,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.225024437927664,0.000195503421309873,0.0490713587487781,0.000195503421309873
AL20110316$172,0.00987415295256534,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.0776379477250726,0.0582768635043562,0.842400774443369,0.00987415295256534,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.000193610842207164
AL20110323$173,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.841441441441442,0.150750750750751,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601
AL20110315$174,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.885554520037279,0.000186393289841566,0.000186393289841566,0.112022367194781,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566
AL20110303$175,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.000151171579743008,0.876946334089191,0.000151171579743008,0.000151171579743008,0.0757369614512472,0.0228269085411943,0.000151171579743008,0.00770975056689343,0.000151171579743008,0.0152683295540438
AL20110317$176,8.28843762950684e-05,8.28843762950684e-05,0.0125155408205553,8.28843762950684e-05,0.203149606299213,8.28843762950684e-05,8.28843762950684e-05,8.28843762950684e-05,8.28843762950684e-05,8.28843762950684e-05,0.00837132200580191,0.0705346042271032,0.704600082884376,8.28843762950684e-05,8.28843762950684e-05
AL20110314$177,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.635367372353674,0.0625155666251557,0.00024906600249066,0.299128268991283,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066,0.00024906600249066
AL20110303$178,0.000405679513184584,0.000405679513184584,0.203245436105477,0.000405679513184584,0.0612576064908722,0.426369168356998,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.162677484787018,0.000405679513184584,0.142393509127789,0.000405679513184584,0.000405679513184584,0.000405679513184584
AL20110315$179,0.00620815581253804,0.000121728545343883,0.000121728545343883,0.0305538648813147,0.0609860012172854,0.000121728545343883,0.602678027997565,0.000121728545343883,0.042726719415703,0.000121728545343883,0.000121728545343883,0.255751673767498,0.000121728545343883,0.000121728545343883,0.000121728545343883
AL20110324$180,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.0342710997442455,0.784484228473998,0.145098039215686,0.000170502983802217,0.000170502983802217,0.0342710997442455,0.000170502983802217,0.000170502983802217,0.000170502983802217
AL20110317$181,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.114082503556188,0.170981507823613,0.000284495021337127,0.384352773826458,0.1425320056899,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.185206258890469
AL20110321$182,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.99338061465721,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686
AL20110326$183,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,7.92707094728498e-05,0.99889021006738,7.92707094728498e-05,7.92707094728498e-05
AL20110322$184,0.00032626427406199,0.00032626427406199,0.0166394779771615,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.163458401305057,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.815986949429037,0.00032626427406199,0.00032626427406199
AL20110312$185,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.55004659832246,0.000186393289841566,0.242497670083877,0.205219012115564,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566
AL20110316$186,0.000158353127474268,0.000158353127474268,0.000158353127474268,0.000158353127474268,0.586064924782264,0.142676167854315,0.000158353127474268,0.000158353127474268,0.000158353127474268,0.000158353127474268,0.000158353127474268,0.103087885985748,0.166429136975455,0.000158353127474268,0.000158353127474268
AL20110318$187,0.000129617627997408,0.0390149060272197,0.000129617627997408,0.000129617627997408,0.55100453661698,0.123266364225535,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.110304601425794,0.175113415424498,0.000129617627997408,0.000129617627997408
AL20110417$2,0.000128783000643915,0.0194462330972312,0.000128783000643915,0.000128783000643915,0.798583386992917,0.000128783000643915,0.0580811332904057,0.000128783000643915,0.000128783000643915,0.000128783000643915,0.000128783000643915,0.0452028332260142,0.0645202833226014,0.000128783000643915,0.0130070830650354
AL20110407$3,0.0286799620132953,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.607977207977208,0.000189933523266857,0.000189933523266857,0.0381766381766382,0.000189933523266857,0.0286799620132953,0.000189933523266857,0.000189933523266857,0.294586894586895,0.000189933523266857,0.000189933523266857
AL20110405$4,9.51022349025202e-05,9.51022349025202e-05,9.51022349025202e-05,9.51022349025202e-05,0.0666666666666667,0.0856871136471707,0.756157869709938,9.51022349025202e-05,0.0286257727056586,9.51022349025202e-05,9.51022349025202e-05,0.0619115549215406,9.51022349025202e-05,9.51022349025202e-05,9.51022349025202e-05
AL20110428$5,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.986132177681473,0.0110509209100758,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977
AL20110415$6,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,0.153720595295247,9.60153624579933e-05,9.60153624579933e-05,0.451368218915026,9.60153624579933e-05,9.60153624579933e-05,0.288142102736438,0.028900624099856,9.60153624579933e-05,9.60153624579933e-05,0.0769083053288526
AL20110410$7,0.000114090131203651,0.000114090131203651,0.0172276098117513,0.000114090131203651,0.0628636622932116,0.000114090131203651,0.000114090131203651,0.279634911580148,0.000114090131203651,0.000114090131203651,0.325270964061609,0.296748431260696,0.000114090131203651,0.000114090131203651,0.0172276098117513
AL20110403$8,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.64198250728863,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.000583090379008746,0.0297376093294461,0.000583090379008746,0.0297376093294461,0.20466472303207,0.000583090379008746,0.0880466472303207
AL20110428$9,7.74293457220286e-05,7.74293457220286e-05,7.74293457220286e-05,7.74293457220286e-05,0.638869531552458,0.147193186217576,7.74293457220286e-05,7.74293457220286e-05,0.0310491676345335,7.74293457220286e-05,7.74293457220286e-05,7.74293457220286e-05,0.182036391792489,7.74293457220286e-05,7.74293457220286e-05
AL20110426$10,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.308835904628331,0.0283309957924264,0.112482468443198,0.000280504908835905,0.54726507713885,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905
AL20110411$11,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.240336134453782,0.240336134453782,0.000240096038415366,0.516446578631453,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366,0.000240096038415366
AL20110401$12,4.20786871449611e-05,4.20786871449611e-05,4.20786871449611e-05,4.20786871449611e-05,4.20786871449611e-05,0.0210814222596255,0.549168945928887,0.41662108142226,4.20786871449611e-05,4.20786871449611e-05,4.20786871449611e-05,4.20786871449611e-05,0.0126656848306333,4.20786871449611e-05,4.20786871449611e-05
AL20110404$13,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.959354226020893,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.000189933523266857,0.0381766381766382
AL20110406$14,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.994080338266385,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516
AL20110425$15,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.917364203027605,0.000178094390026714,0.00908281389136242,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.0714158504007124
AL20110429$16,0.0786114221724524,0.000223964165733483,0.0562150055991041,0.000223964165733483,0.168197088465845,0.000223964165733483,0.000223964165733483,0.212989921612542,0.000223964165733483,0.000223964165733483,0.156998880179171,0.0114221724524076,0.000223964165733483,0.0226203807390817,0.291377379619261
AL20110403$17,0.00748349229640499,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.726485693323551,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.220249449743214,0.000146735143066765,0.0441672780630961,0.000146735143066765
AL20110424$18,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.902567865003668,0.0955245781364637,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765,0.000146735143066765
AL20110427$19,0.000105652403592182,0.00538827258320127,0.000105652403592182,0.000105652403592182,0.887585842577919,0.0846275752773376,0.0212361331220285,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182
AL20110422$20,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.0268260292164675,0.000265604249667995,0.000265604249667995,0.571314741035857,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.332270916334661,0.000265604249667995,0.0666666666666667,0.000265604249667995
AL20110404$21,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.47996953541508,0.0610814927646611,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.457121096725057,0.000152322924600152,0.000152322924600152
AL20110419$22,0.00010136847440446,0.00010136847440446,0.00010136847440446,0.00010136847440446,0.471464774455144,0.00010136847440446,0.00010136847440446,0.152154080081095,0.00010136847440446,0.00010136847440446,0.00010136847440446,0.253522554485555,0.121743537759757,0.00010136847440446,0.00010136847440446
AL20110412$23,0.000276625172890733,0.000276625172890733,0.0970954356846473,0.027939142461964,0.608852005532504,0.207745504840941,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.0556016597510373,0.000276625172890733,0.000276625172890733
AL20110416$24,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.000120264582080577,0.998316295850872,0.000120264582080577,0.000120264582080577
AL20110422$25,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.922693997071742,0.000292825768667643,0.000292825768667643,0.0734992679355783,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643
AL20110415$26,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.170642201834862,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.825950196592399,0.000262123197903014,0.000262123197903014
AL20110430$27,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,0.288142102736438,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,9.60153624579933e-05,0.53778204512722,0.0961113778204513,0.0769083053288526
AL20110408$28,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.854545454545455,0.000550964187327824,0.000550964187327824,0.138292011019284,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824
AL20110410$29,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.107337180544106,0.000164880461665293,0.733882934872218,0.000164880461665293,0.000164880461665293,0.0166529266281946,0.000164880461665293,0.140313272877164,0.000164880461665293,0.000164880461665293,0.000164880461665293
AL20110419$30,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.0184812442817932,0.000182982616651418,0.000182982616651418,0.805306495882891,0.00933211344922232,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.164867337602928,0.000182982616651418,0.000182982616651418,0.000182982616651418
AL20110404$31,0.00041407867494824,0.00041407867494824,0.207453416149068,0.00041407867494824,0.248861283643892,0.373084886128364,0.00041407867494824,0.0211180124223602,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.145341614906832,0.00041407867494824,0.00041407867494824
AL20110401$32,0.000114744693057946,0.000114744693057946,0.000114744693057946,0.000114744693057946,0.0746987951807229,0.000114744693057946,0.000114744693057946,0.206655192197361,0.000114744693057946,0.000114744693057946,0.000114744693057946,0.000114744693057946,0.717269076305221,0.000114744693057946,0.000114744693057946
AL20110424$33,0.000188146754468485,0.000188146754468485,0.207149576669802,0.000188146754468485,0.254186265286924,0.414111006585136,0.000188146754468485,0.000188146754468485,0.000188146754468485,0.000188146754468485,0.000188146754468485,0.122483537158984,0.000188146754468485,0.000188146754468485,0.000188146754468485
AL20110419$34,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.0594274432379072,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.878775913129319,0.000197433366238894,0.000197433366238894,0.0594274432379072,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894
AL20110428$35,0.00041407867494824,0.0418219461697723,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.932091097308489,0.0211180124223602,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824
AL20110406$36,0.000126342387871131,0.0127605811749842,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.935060012634239,0.000126342387871131,0.0127605811749842,0.000126342387871131,0.000126342387871131,0.0380290587492104,0.000126342387871131,0.000126342387871131,0.000126342387871131
AL20110413$37,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.7505039193729,0.000223964165733483,0.0226203807390817,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.0786114221724524,0.145800671892497,0.000223964165733483,0.000223964165733483
AL20110424$38,0.000193610842207164,0.00987415295256534,0.000193610842207164,0.000193610842207164,0.764956437560503,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.000193610842207164,0.096999031945789,0.0679574056147144,0.000193610842207164,0.0582768635043562
AL20110415$39,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.0401062416998672,0.770517928286853,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.186188579017264,0.000265604249667995,0.000265604249667995,0.000265604249667995
AL20110423$40,0.00033167495854063,0.00033167495854063,0.332006633499171,0.00033167495854063,0.0666666666666667,0.265671641791045,0.0500829187396352,0.00033167495854063,0.00033167495854063,0.149585406301824,0.0998341625207297,0.0334991708126037,0.00033167495854063,0.00033167495854063,0.00033167495854063
AL20110403$41,4.7812574707148e-05,4.7812574707148e-05,4.7812574707148e-05,4.7812574707148e-05,0.635955056179775,0.0311259861343533,4.7812574707148e-05,4.7812574707148e-05,0.0215634711929237,0.0693760459000717,4.7812574707148e-05,0.114797991871862,0.126751135548649,4.7812574707148e-05,4.7812574707148e-05
AL20110415$42,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.0338185890257559,0.000223964165733483,0.000223964165733483,0.492945128779395,0.000223964165733483,0.000223964165733483,0.358566629339306,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.112206047032475
AL20110402$43,0.0460481099656357,0.000229095074455899,0.000229095074455899,0.0345933562428408,0.19495990836197,0.412600229095074,0.0804123711340206,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.229324169530355,0.000229095074455899,0.000229095074455899,0.000229095074455899
AL20110415$44,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.0595365418894831,0.820083184789067,0.00011883541295306,0.00011883541295306,0.0535947712418301,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.0654783125371361
AL20110424$45,0.000171969045571797,0.000171969045571797,0.000171969045571797,0.000171969045571797,0.653654342218401,0.0775580395528805,0.000171969045571797,0.000171969045571797,0.000171969045571797,0.0861564918314703,0.000171969045571797,0.11195184866724,0.0431642304385211,0.0259673258813414,0.000171969045571797
AL20110425$46,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.91660026560425,0.0799468791500664,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995
AL20110408$47,0.000127145581691036,0.0573426573426573,0.0573426573426573,0.00648442466624285,0.000127145581691036,0.000127145581691036,0.260775588048315,0.000127145581691036,0.000127145581691036,0.279847425301971,0.0382708200890019,0.298919262555626,0.000127145581691036,0.000127145581691036,0.000127145581691036
AL20110411$48,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.995712098009188,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403
AL20110407$49,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.858445040214477,0.000536193029490617,0.000536193029490617,0.134584450402145,0.000536193029490617,0.000536193029490617,0.000536193029490617,0.000536193029490617
